iteration,valid_l1,train_l1
136,0.2885402852501002,0.18245504941045895
137,0.2883995642057515,0.18205558423412377
138,0.288383252664541,0.18166033637785914
139,0.28829516018327417,0.1812063107257035
140,0.2883028529392756,0.18075274041220576
141,0.2884426672909486,0.18037150277414965
142,0.28829821827559404,0.1799845389770873
143,0.2881394168393022,0.17962496064983124
144,0.2882115104175617,0.17917689811939694
145,0.2882818975379755,0.17877257084395531
146,0.28824056629980177,0.178421014997809
147,0.28814413929372273,0.17809613329320018
148,0.2881490609931534,0.177680120547257
149,0.28796712333567304,0.1774005142622668
150,0.28792579491760706,0.17690928026820688
151,0.2879630308233291,0.17641787044781415
152,0.287986595801816,0.17602041009672637
153,0.2879582521181934,0.1756386901226435
154,0.28789889332846935,0.1752608839762889
155,0.2879461477147398,0.1750014766503975
156,0.2878297400961912,0.1746232174803109
157,0.2878152217194261,0.17432894635573384
158,0.2878518068306443,0.17398430914049423
159,0.2878517682401641,0.17352710091474963
160,0.2877493185178879,0.17315957910401433
161,0.287658012019577,0.17280521508722088
162,0.28749878500230414,0.17239240734083225
163,0.2873533719160386,0.17206601530164997
164,0.28729520997176583,0.17176325733450734
165,0.2872418916361884,0.17151339062597698
166,0.28728235196052504,0.17118336242739518
167,0.28735631937491285,0.17080562983439443
168,0.28724876716617703,0.17044604234991187
169,0.28731534477057596,0.1700417638926833
170,0.2872750360252454,0.16969487324043192
171,0.2873481027966152,0.1693455314231686
172,0.28734263406616856,0.16899859816454807
173,0.2872321699603478,0.1686197846235583
174,0.2872175563534352,0.16834322886214653
175,0.28709969826189796,0.16801283152848856
176,0.28708856121810444,0.16770438543339827
177,0.2869350487888775,0.16741846329247054
178,0.28708480810619363,0.16714664425909026
179,0.28715392139174517,0.16681555114280355
180,0.287180450807508,0.16646923757267884
181,0.28723520224317733,0.16617730148393367
182,0.2871104711823847,0.16588710637975568
183,0.2870801755200822,0.16558357480631472
184,0.2871563092844252,0.1652422070722682
185,0.28706233834207845,0.16498991502019436
186,0.2871144337173338,0.16465924407275798
187,0.2871666304878091,0.16437967702000533
188,0.28726304324459795,0.16403248402284973
189,0.2872992249329187,0.16375896327665568
190,0.2872679070933928,0.16344793295172788
191,0.2872932744542881,0.16308153094208916
192,0.2873177501639654,0.16286410936664267
193,0.2874423221012618,0.1625846119515679
194,0.2874715939015225,0.16225743142626828
195,0.28756002894572985,0.16197186870127012
196,0.2875857451845563,0.1617234720840408
197,0.2875076893628094,0.16144737942150478
198,0.2875778142851495,0.16114908464956737
199,0.2876855381064169,0.16082494943334785
200,0.2877195454959414,0.16054208905469455
201,0.2877475630957748,0.1602708479675937
202,0.28782791929918594,0.15998594670514182
203,0.28772279505848225,0.159747997200161
204,0.2879219612929151,0.15943322361752507
205,0.2879307744402172,0.15918639360787204
206,0.2879186569141882,0.15894684671912573
207,0.2879716806890463,0.15868822566269503
208,0.28795328317422036,0.15840201817854965
209,0.288031437850483,0.1581748670288511
210,0.2881325115906531,0.15792004975544405
211,0.2882248028065267,0.1577115605484057
212,0.2882990901437472,0.15746264705850377
213,0.28839738981114366,0.1571827214376756
214,0.28842489921207687,0.15694565489043696
215,0.28843264177552963,0.1567527386795549
216,0.28842323329876335,0.15654119632623925
217,0.28851138630907486,0.1562794666055916
218,0.28864436387854325,0.1560562142342102
219,0.2886402035571945,0.15584440744479894
220,0.2886610329788159,0.15562130532313997
221,0.2886933996462446,0.15537874965790852
222,0.28870868150811624,0.15517420800141188
223,0.28873438427689646,0.15489952818188601
224,0.2887506474978931,0.1546714584070646
225,0.2887327733491474,0.1544766620462474
226,0.2888156789979883,0.154233304167706
227,0.28897107443325176,0.1539711666470405
228,0.2889038445704929,0.15377357207541836
229,0.28896923805913916,0.15353657039056787
230,0.2891122718015545,0.153318927859341
231,0.28908727977173754,0.15306661377187283
232,0.2890139970935677,0.1528498294012373
233,0.28902200811901696,0.15264285769918734
234,0.2890658025777648,0.15240469278156663
235,0.2890349881989979,0.15218508964095864
236,0.2890314626457264,0.1519645618087086
237,0.28911634122519236,0.15173808840910039
238,0.28910841387511,0.15151674047384972
239,0.2890841060400711,0.15131597241504846
240,0.28909688353260504,0.15111738866761368
241,0.2891674819737761,0.15094448893894982
242,0.28913165521724543,0.15068673616947942
243,0.2891453957064353,0.15046360146698654
244,0.2892190381416893,0.1502612958933489
245,0.28924940794846216,0.15003547439064052
246,0.28936517397368033,0.14977318537138004
247,0.2893618071925391,0.14958543161226712
248,0.2893319613413962,0.14931611917005028
249,0.2894339562550894,0.14911618375019875
250,0.2894292312742397,0.14893880779385965
251,0.28944580064954206,0.14874788441928727
252,0.2894311135629969,0.1485566692244397
253,0.28955893932350324,0.1483533336565748
254,0.2895669563068258,0.14811110936261826
255,0.2895763427306553,0.14794744689885964
256,0.28959182526965427,0.14776432714818152
257,0.28962654037213637,0.1475818500248039
258,0.28962995032719185,0.14743058239210732
259,0.28970512911105956,0.14726078081288177
260,0.28967629440598347,0.1470285573877846
261,0.28970510078142897,0.14686490731754998
262,0.2896929379539235,0.14666047398017448
263,0.28974276745914823,0.14648191995080515
264,0.28968616282539045,0.1462716437473267
265,0.2897427149572303,0.14604055957562243
266,0.289817789053915,0.14583123353003727
267,0.2898925400479942,0.14565256967086732
268,0.28986589488152514,0.1454605868144605
269,0.2898026823303692,0.14532479532613157
270,0.2899038872562447,0.1451492322117863
271,0.2899359252479548,0.1450021710553734
272,0.2899490469824607,0.1448352838571478
273,0.2899906537502989,0.1446261931315441
274,0.2899731259060394,0.14446465974466732
275,0.29004639095303364,0.14430471331277506
276,0.2899872305321851,0.1440831154306671
277,0.28996382551449085,0.1439216901438314
278,0.289958570746554,0.1437786115303352
279,0.28992652910305744,0.1435794847959571
280,0.28997669046359775,0.1434096270897307
281,0.28993037840929714,0.14321416705986817
282,0.28991703223097365,0.1429955080465199
283,0.2899550557061772,0.14284239490008677
284,0.2898508858896563,0.1426586622148748
285,0.2899066540324092,0.14248961151398692
286,0.28986600987722283,0.14231092263092066
287,0.2898701063462967,0.1421785061859025
288,0.2898706625054105,0.1420127627193275
289,0.2898791649831122,0.14183222734035178
290,0.2898695662827575,0.1417152976419125
291,0.2898587943909337,0.14156495003699007
292,0.2898842017691554,0.14143096297208066
293,0.2898732851538466,0.14126859338728887
294,0.289860239837629,0.1411209563350125
295,0.2898780794775297,0.14096877349581852
296,0.2898989798563805,0.14079402458650564
297,0.28989160473325515,0.1406315986460342
