iteration,train_mae,valid_mae
746,525.4828010413553,1074.9824404612025
747,524.9529669193332,1075.00701819422
748,524.5655900315335,1075.0062215714051
749,524.1995375198076,1075.0557849254624
750,524.0144764734275,1074.919427503069
751,523.879635667155,1074.970852815529
752,523.3425777272627,1074.966604267622
753,523.2544399593589,1074.9308180496523
754,523.06684522015,1074.8702239981203
755,522.9682254758528,1074.8702443587858
756,522.4804382825696,1074.8442722626185
757,522.006579093851,1074.8003098646616
758,521.7772779335744,1074.8137510180966
759,521.5611207179038,1074.8281980067716
760,521.4141309790922,1074.902877383509
761,521.2331904410742,1074.8767801384245
762,521.0426203921844,1074.8383585296503
763,520.8197602742113,1074.9377865837052
764,520.3054413333049,1074.9385374370295
765,520.1082989901624,1074.8930701835195
766,519.9130209257539,1074.8972096592513
767,519.7369858183714,1074.9015951608155
768,519.424045268879,1074.9900477057643
769,519.1532891531583,1075.0045100007885
770,518.9350119027355,1075.0403150564641
771,518.6052372749195,1075.0104865889168
772,518.4081318097856,1074.9639111429574
773,517.728189811867,1074.973113014071
774,517.4727783373975,1075.1011672992051
775,517.1696087734147,1075.002870164679
776,516.6637681092418,1075.0833962670886
777,516.2609285352909,1075.074378933597
778,516.0381472343325,1075.0839757864053
779,515.5745162722988,1075.07385168551
780,515.3191663986632,1075.148249599348
781,514.9724859988752,1075.287607264384
782,514.864361639971,1075.2809820288157
783,514.7277355959435,1075.3383110638974
784,514.4922359429795,1075.7318238987798
785,514.455060121175,1075.6871201865524
786,514.3648609056672,1075.71327212838
787,514.2055211577251,1075.8806146049515
788,513.9951142234441,1075.9254596425037
789,513.8229703462441,1075.9205992787945
790,513.4237005566952,1075.9105566676965
791,513.2099060969563,1075.9463067511113
792,512.6770966984874,1075.9103481174286
793,512.5177141905036,1075.8753231532671
794,512.3519422624024,1075.7932885316397
795,512.140993696528,1075.7981155162433
796,511.87413287970816,1075.8730594869141
797,511.5668229831673,1075.9765183378363
798,511.3952833358685,1076.026634677174
799,511.0077935250207,1076.0518329052386
800,510.7841718641922,1076.0509379144073
801,510.3752057471981,1076.0290805365787
802,510.11524462968947,1076.0440225170832
803,509.8869569142574,1075.9426405588806
804,509.7451372891302,1075.9921646568853
805,509.6068099644272,1075.9768963412776
806,509.38281231204945,1076.0403029287124
807,509.2723376597177,1076.1039302922159
808,509.02857439944773,1076.0942001903431
809,508.9109220510717,1076.088633125101
810,508.75701226537853,1076.045097801483
811,508.50780385098227,1075.9930678676283
812,508.1059373060783,1075.8482933128612
813,507.8634150069553,1075.8610527691715
814,507.7001242066716,1075.8692118002537
815,507.54540496569683,1075.8363887700186
816,507.3050071553575,1075.717610071818
817,507.11238043556614,1075.7538592016044
818,506.4555456812961,1075.7890415172767
819,506.22484199327084,1075.7672810450272
820,506.075659085207,1075.723233028241
821,505.8343236513918,1075.7504724142732
822,505.5691059596433,1075.8329824193731
823,505.3633540611327,1075.7684264591367
824,505.2321790539696,1075.861058173698
825,505.05953540165535,1075.9076042524541
826,504.83552303170563,1076.041983245415
827,504.7348042438885,1076.0496926499836
828,504.59147401922036,1075.9648190382813
829,504.33678590217903,1076.00387979648
830,504.1190378371532,1075.953992959269
831,503.87972129322156,1075.8317715368376
832,503.7912979501716,1075.847352453383
833,503.57435682956555,1075.8573539241354
834,503.36429592585193,1075.8087281012079
835,503.0095353664044,1076.0012054097194
836,502.7776195426788,1075.9133243657673
837,502.3950173290253,1075.9122859672045
838,502.0956519325719,1075.947116129261
839,501.90129919535906,1075.933135747604
840,501.7003762588683,1076.024897935246
841,501.5393869521344,1076.0108331194192
842,501.4177162484035,1076.0191146469967
843,500.9305040212402,1075.8610900525105
844,500.7410988251756,1075.8689083514603
845,500.5528644350477,1075.7936144472885
846,499.87384117630705,1075.8119145600733
847,499.64718321507723,1075.8277308593538
848,499.38819731353755,1075.8220906305949
849,499.1737714573104,1075.8862657196564
850,498.9745479334532,1075.9249346479858
851,498.90942016123455,1075.9606067751733
852,498.67255822965564,1075.896989313301
853,498.39293772406324,1075.9444377862856
854,498.11983088240163,1075.8955543835266
855,497.82246151679226,1075.7761431652937
856,497.684497196225,1075.7703448590526
857,497.4415488979102,1075.6971498409298
858,497.2470697807089,1075.6728207863766
859,497.1084921189124,1075.7171140614817
860,496.98229247170923,1075.7675381526192
861,496.7433408719707,1075.8394922147281
862,496.59009195758,1075.840323194655
863,496.4616904063915,1075.782015929115
864,496.2344179357923,1075.7534180180387
865,496.0057381988076,1075.7829375359536
866,495.91468310368856,1075.85923427699
867,495.77384835889654,1076.068404373329
868,495.57474613159087,1075.9265372493458
869,495.4314806206511,1075.9923880863473
870,495.369587687026,1076.0282251474816
871,495.2379198122524,1076.0476244676377
872,495.03776668237066,1076.002180224083
873,494.8730398625087,1075.606274463323
874,494.62371715356016,1075.7082590700377
875,494.50541625107456,1075.7798419668154
876,494.3159659297526,1075.7877286539099
877,494.2023909113832,1075.716290575062
878,494.1353123402446,1075.873444626959
879,493.7842107868373,1076.0732725533446
880,493.570010352205,1076.1300127075674
881,493.3524815640321,1076.2091808523962
882,493.21732130038095,1076.3296488265207
883,493.07027149714264,1076.390455885212
884,492.8685772911644,1076.369705024535
885,492.7475995184219,1076.3906513973945
886,492.6211476635697,1076.3583898565935
887,492.4943644407359,1076.3908840254144
888,492.1732122029823,1076.4419663511057
889,491.9875413606695,1076.163121764048
890,491.9217799721648,1076.2142475334338
891,491.80179130177055,1076.1785874658387
892,491.7424252102869,1076.1823556009192
893,491.60823176491385,1076.0382011779193
894,491.43115848707225,1076.0642911117045
895,491.3214954704222,1076.0488236862345
896,491.1187045391341,1076.0082675098788
897,490.92913194299683,1076.0282365357373
898,490.7789205674978,1076.0523746301853
899,490.6257419215222,1075.967022965509
900,490.5318448929358,1076.2239371372546
